"chi_id_projet","chp_nom_projet","cht_commentaire_projet","che__nur_projet","chd__dtm_projet","chd__dtc_projet"
"3","ref 3","projet de référence N°3","0","2000-01-01 00:00:00.000","2000-01-01 00:00:00.000"
